clip,frame,t,Root,Pelvis,Spine1,Spine2,Neck,Head,L_Clavicle,R_Clavicle,L_Shoulder,R_Shoulder,L_Elbow,R_Elbow,L_Hand,R_Hand,L_Hip,R_Hip,L_KneeLower,R_KneeLower,L_Foot,R_Foot,L_Toe,R_Toe,Axe_Handle,Axe_Head,Axe_Jaw,Weapon,SnapWeapon,SnapWeapon2Hand
attack1_toidle,42,1.4,14.963|124.5081|13.6223,14.0441|118.353|12.4051,14.6802|133.6511|11.9133,14.229|151.6987|8.9904,9.6847|182.4942|0.9711,9.0109|188.4688|-2.4565,5.9088|177.0102|2.0039,11.5893|176.8951|-2.1903,-10.9957|174.172|12.8477,24.4978|171.7162|-16.9537,-36.613|143.5949|5.2563,30.8808|134.2316|-31.2018,-45.6409|123.5714|25.5881,40.299|106.5281|-37.4997,1.8862|111.6614|17.9343,24.291|111.9216|3.6417,-12.9539|65.1189|18.4008,36.3833|65.1072|-3.3476,-28.1808|16.9291|15.7772,35.1556|16.9313|-18.7936,-27.9217|8.0517|26.3684,43.9466|8.054|-12.8805,-20.8235|111.9615|-67.1749,104.8912|97.5812|-3.24,100.9329|92.3305|-5.4086,29.5633|93.6005|-41.8936,29.56|93.5931|-41.8831,40.299|106.5281|-37.4997
attack1_toidle,43,1.4333,14.9539|124.4854|13.6283,14.0443|118.3355|12.4258,14.6583|133.61|11.8969,14.1885|151.6265|8.9432,9.6436|182.4221|0.9244,8.97|188.3968|-2.5031,5.811|177.4894|1.8609,11.489|177.3887|-2.3375,-11.0984|174.6632|12.7004,24.2932|172.1581|-17.1733,-36.9686|144.449|4.5351,30.7544|134.6859|-31.419,-46.2818|124.244|24.5562,40.2596|107.0042|-37.6818,1.8951|111.6393|17.9684,24.2997|111.8996|3.6756,-12.9624|65.1054|18.6785,36.4268|65.0937|-3.3107,-28.1806|16.9293|15.7693,35.1558|16.932|-18.7972,-27.9214|8.0517|26.3604,43.947|8.0551|-12.8837,-20.8923|112.3439|-67.3136,104.8884|98.1591|-3.4648,100.9339|92.9022|-5.6251,29.5339|94.061|-42.0544,29.5233|94.0519|-42.0502,40.2596|107.0042|-37.6818
attack1_toidle,44,1.4667,14.945|124.4534|13.6263,14.0443|118.3119|12.4387,14.6369|133.5543|11.8715,14.1535|151.5309|8.8881,9.634|182.3385|0.9014,8.9654|188.3174|-2.5198,5.8166|177.3227|1.8652,11.4932|177.2297|-2.3358,-11.0955|174.4989|12.701,24.1871|171.9467|-17.2476,-37.2562|144.726|3.8678,30.693|134.487|-31.5057,-46.4076|124.5512|23.9939,40.2508|106.8207|-37.7566,1.9026|111.612|17.9931,24.3084|111.8714|3.7021,-12.9745|65.0896|18.9935,36.4932|65.0769|-3.2598,-28.1831|16.9299|15.7775,35.1624|16.931|-18.7904,-27.9242|8.0529|26.369,43.9537|8.0548|-12.8759,-20.9352|112.0756|-67.333,104.9215|98.068|-3.5952,100.9698|92.8054|-5.7465,29.5328|93.8634|-42.1063,29.5274|93.8586|-42.1027,40.2508|106.8207|-37.7566
attack1_toidle,45,1.5,14.9369|124.4139|13.6197,14.0441|118.2823|12.4451,14.6186|133.491|11.8466,14.1201|151.4251|8.8362,9.6004|182.233|0.8505,8.9315|188.2119|-2.5705,5.8184|177.043|1.874,11.4994|176.9266|-2.3194,-11.0911|174.2126|12.7121,24.0858|171.5961|-17.3052,-37.5556|144.9407|3.1398,30.6207|134.1517|-31.5904,-46.6051|124.7353|23.2811,40.2095|106.4979|-37.8488,1.9103|111.5779|18.0115,24.3147|111.8387|3.7184,-12.988|65.0702|19.3252,36.5722|65.0586|-3.2125,-28.1864|16.9308|15.7742,35.1592|16.9337|-18.801,-27.9275|8.0529|26.365,43.9513|8.0566|-12.8891,-21.0157|111.6707|-67.3585,104.9279|97.8346|-3.7549,100.9785|92.5664|-5.8969,29.4983|93.527|-42.1742,29.4952|93.5193|-42.168,40.2095|106.4979|-37.8487
attack1_toidle,46,1.5333,14.9295|124.3666|13.6092,14.044|118.2459|12.4476,14.6024|133.418|11.8152,14.0972|151.3083|8.7805,9.6142|182.1326|0.8376,8.9529|188.1171|-2.575,5.8271|176.9398|1.8549,11.5174|176.7784|-2.3231,-11.086|174.1086|12.687,23.9953|171.4153|-17.3878,-37.852|145.3848|2.3254,30.5458|133.9821|-31.6949,-47.3726|124.8568|21.9159,40.15|106.3365|-37.9661,1.916|111.5394|18.024,24.3215|111.7975|3.7325,-13.0013|65.0484|19.6737,36.6647|65.0318|-3.1432,-28.1846|16.9307|15.7814,35.1516|16.9279|-18.7871,-27.926|8.0546|26.3737,43.9423|8.0512|-12.8726,-21.1061|111.424|-67.4264,104.9065|97.7665|-3.921,100.9598|92.4925|-6.0538,29.4462|93.3516|-42.268,29.4391|93.3496|-42.2677,40.15|106.3365|-37.9661
attack1_toidle,47,1.5667,14.9228|124.3113|13.5976,14.0439|118.2025|12.4479,14.588|133.3364|11.784,14.0793|151.1821|8.7306,9.6412|182.0296|0.8525,8.9886|188.0222|-2.5476,5.8488|176.8225|1.8624,11.5427|176.6421|-2.3093,-11.0682|173.9915|12.6887,23.9104|171.2494|-17.4541,-38.1244|145.8493|1.5164,30.4675|133.8269|-31.7861,-48.1112|124.9918|20.5179,40.0795|106.188|-38.075,1.922|111.4925|18.0334,24.3264|111.7521|3.7402,-13.0165|65.0221|20.0333,36.7786|65.0072|-3.0801,-28.1863|16.9311|15.7756,35.1506|16.9312|-18.7982,-27.9281|8.0535|26.3667,43.9421|8.0541|-12.8855,-21.207|111.1902|-67.4866,104.8738|97.7105|-4.0785,100.9303|92.4309|-6.2034,29.3847|93.1889|-42.3564,29.3802|93.1865|-42.3596,40.0795|106.188|-38.0749
attack1_toidle,48,1.6,14.9162|124.2475|13.5862,14.0443|118.1515|12.4479,14.5715|133.2444|11.7527,14.0622|151.0448|8.6866,9.6991|181.9283|0.9087,9.0613|187.9336|-2.4718,5.8975|176.698|1.907,11.5915|176.5175|-2.2645,-11.0255|173.8641|12.7231,23.8478|171.1024|-17.4918,-38.3443|146.3126|0.7467,30.3981|133.6936|-31.8626,-48.3165|125.309|19.5941,40.0068|106.0606|-38.182,1.9277|111.4388|18.0414,24.3322|111.6986|3.7484,-13.0293|64.9914|20.4051,36.911|64.9764|-2.9945,-28.1812|16.9292|15.7746,35.1544|16.9292|-18.7865,-27.9216|8.0521|26.3661,43.9458|8.0525|-12.8729,-21.3172|111.0338|-67.5203,104.8452|97.6151|-4.2619,100.9006|92.3335|-6.3796,29.3102|93.0568|-42.4447,29.3036|93.0532|-42.4429,40.0068|106.0606|-38.182
attack1_toidle,49,1.6333,14.9098|124.1742|13.576,14.0444|118.0929|12.4478,14.5547|133.1412|11.7255,14.0421|150.8924|8.652,9.7543|181.8127|0.9789,9.1315|187.831|-2.3812,5.9447|176.5477|1.9665,11.6365|176.3818|-2.209,-10.9827|173.7047|12.7734,23.7873|170.946|-17.5131,-38.5284|146.7329|0.0222,30.3013|133.5563|-31.9501,-48.3455|125.6107|18.8186,39.8714|105.9262|-38.3405,1.9322|111.377|18.0474,24.3369|111.6389|3.7547,-13.0434|64.9564|20.7883,37.0591|64.9442|-2.91,-28.1764|16.9267|15.7737,35.1614|16.932|-18.7919,-27.9169|8.0488|26.3645,43.9536|8.0563|-12.878,-21.5073|110.8768|-67.5682,104.7736|97.5054|-4.5364,100.8264|92.2223|-6.6455,29.1701|92.9187|-42.58,29.159|92.9095|-42.571,39.8714|105.9262|-38.3405
attack1_toidle,50,1.6667,14.9048|124.0902|13.5688,14.0441|118.026|12.448,14.5439|133.0272|11.7106,14.0222|150.7206|8.6218,9.7382|181.6406|0.9451,9.1163|187.6585|-2.4157,5.934|176.3249|1.9434,11.6219|176.1801|-2.2388,-10.9894|173.4685|12.7529,23.6824|170.697|-17.5974,-38.7236|147.045|-0.7173,30.1338|133.3252|-32.1089,-48.6376|125.6946|17.7678,39.6133|105.6887|-38.6056,1.9342|111.3097|18.0519,24.34|111.5691|3.7609,-13.064|64.9214|21.1882,37.2199|64.9045|-2.8107,-28.1798|16.9287|15.7827,35.1629|16.9303|-18.787,-27.9213|8.0522|26.3747,43.9545|8.0541|-12.8732,-21.8139|110.6402|-67.7309,104.5709|97.2684|-4.908,100.6187|91.9852|-7.0077,28.9014|92.6818|-42.8202,28.8948|92.6819|-42.8212,39.6133|105.6887|-38.6056
attack1_toidle,51,1.7,14.9003|123.9703|13.5627,14.0441|117.9261|12.4479,14.5342|132.874|11.6995,14.0022|150.5027|8.6018,9.715|181.4232|0.9289,9.0923|187.4415|-2.4312,5.9189|176.0454|1.9399,11.6016|175.9263|-2.251,-10.9971|173.1655|12.7548,23.5768|170.4034|-17.662,-38.8702|147.2281|-1.3582,29.9545|133.0561|-32.2686,-48.8275|125.6465|16.8327,39.3082|105.4124|-38.9154,1.937|111.2087|18.0566,24.3414|111.4681|3.7635,-13.088|64.8668|21.708,37.4454|64.8477|-2.6773,-28.1797|16.9288|15.7759,35.156|16.9297|-18.7905,-27.9202|8.0512|26.367,43.9486|8.0541|-12.8772,-22.1834|110.3773|-67.9022,104.3397|96.9779|-5.3642,100.3816|91.6956|-7.4549,28.5839|92.4078|-43.1057,28.5753|92.3981|-43.0942,39.3082|105.4124|-38.9154
attack1_toidle,52,1.7333,14.8963|123.7985|13.5576,14.0443|117.7778|12.4478,14.5258|132.6645|11.692,13.9846|150.2192|8.5869,9.6964|181.1391|0.9123,9.0736|187.1572|-2.4482,5.9096|175.6893|1.9389,11.5883|175.5923|-2.2588,-10.9987|172.7854|12.7595,23.487|170.0264|-17.7136,-38.9587|147.2451|-1.8955,29.7799|132.704|-32.4203,-48.9115|125.4436|16.0338,38.9752|105.0502|-39.2439,1.9389|111.059|18.0582,24.3434|111.3199|3.7653,-13.1203|64.7867|22.3885,37.7735|64.7663|-2.484,-28.1779|16.9278|15.7709,35.1589|16.9308|-18.7914,-27.9179|8.0497|26.3616,43.9506|8.0551|-12.8769,-22.6064|110.0518|-68.0326,104.1091|96.5778|-5.9015,100.1405|91.2978|-7.978,28.2282|92.0523|-43.3961,28.2194|92.046|-43.3916,38.9752|105.0502|-39.2439
attack1_toidle,53,1.7667,14.8928|123.5877|13.5535,14.0438|117.5949|12.4477,14.52|132.4109|11.6879,13.9736|149.8807|8.5782,9.6884|180.801|0.9038,9.0661|186.8192|-2.4566,5.9117|175.2698|1.9487,11.5878|175.1859|-2.2535,-10.989|172.3414|12.7744,23.4151|169.5779|-17.7478,-38.9839|147.0861|-2.302,29.6253|132.2968|-32.5935,-48.8839|125.0834|15.4094,38.6427|104.642|-39.6467,1.9385|110.8764|18.0589,24.3431|111.1363|3.766,-13.1616|64.6926|23.1284,38.1596|64.6663|-2.259,-28.1862|16.9304|15.7774,35.1596|16.9324|-18.7962,-27.9272|8.0528|26.3685,43.9515|8.0559|-12.8832,-23.0668|109.7529|-68.1408,103.9205|96.0531|-6.617,99.9335|90.7802|-8.6763,27.855|91.6629|-43.7519,27.8515|91.6576|-43.7448,38.6427|104.642|-39.6467
attack1_toidle,54,1.8,14.8908|123.347|13.5522,14.0444|117.3908|12.4479,14.5172|132.1164|11.6929,13.966|149.4781|8.5857,9.6773|180.3979|0.9109,9.0543|186.416|-2.4495,5.9494|174.5859|2.0377,11.6203|174.5302|-2.1733,-10.9418|171.6268|12.87,23.3876|168.8843|-17.6994,-38.9073|146.5077|-2.4858,29.5206|131.662|-32.7239,-48.6923|124.3193|15.0571,38.3438|104.0163|-40.0528,1.9374|110.6726|18.056,24.3422|110.9336|3.7635,-13.1934|64.585|23.8563,38.567|64.556|-2.0192,-28.1745|16.9259|15.783,35.1653|16.9319|-18.7935,-27.9142|8.0498|26.3753,43.9568|8.0557|-12.8796,-23.5161|109.2977|-68.1875,103.7894|95.2452|-7.4052,99.7775|89.9835|-9.4446,27.5004|91.0665|-44.1035,27.4959|91.064|-44.1048,38.3438|104.0163|-40.0528
attack1_toidle,55,1.8333,14.8773|123.0892|13.5343,14.0441|117.1793|12.4481,14.4463|131.7627|11.6056,13.9734|149.02|8.6206,10.6354|180.3457|2.2261,10.2019|186.5134|-0.8833,6.8173|174.0254|3.2592,12.4851|174.0308|-0.9599,-10.1732|171.1009|13.9445,24.0638|168.6467|-16.7191,-38.0406|145.977|-1.5811,30.1012|131.4938|-31.9526,-47.6757|123.6142|15.8229,38.701|103.8634|-39.5979,1.9316|110.465|18.0487,24.3353|110.7239|3.7544,-13.2341|64.4803|24.534,38.9606|64.4413|-1.7847,-28.1813|16.9293|15.788,35.1555|16.9283|-18.7859,-27.922|8.0532|26.3803,43.9476|8.0521|-12.8728,-23.3082|109.3926|-67.3537,104.3111|94.8259|-7.3557,100.2694|89.5806|-9.3784,27.79|90.9558|-43.6017,27.7834|90.9511|-43.5973,38.701|103.8634|-39.5979
attack1_toidle,56,1.8667,14.8804|122.8302|13.542,14.0443|116.9743|12.4477,14.4586|131.4328|11.6386,13.9926|148.5425|8.68,10.6528|179.8683|2.2872,10.219|186.0362|-0.822,6.9443|172.8151|3.5134,12.601|172.8932|-0.7253,-10.0226|169.8054|14.2126,24.141|167.4413|-16.4897,-37.7348|144.5751|-1.4177,30.0764|130.3627|-31.9428,-47.248|122.0211|15.8056,38.4354|102.753|-39.9225,1.9228|110.2631|18.0326,24.3272|110.5252|3.7396,-13.2652|64.3746|25.12,39.3306|64.3376|-1.5771,-28.1733|16.9251|15.7773,35.1647|16.9326|-18.7939,-27.9123|8.048|26.3688,43.9569|8.0572|-12.8798,-23.6981|108.5777|-67.338,104.1799|93.3969|-8.047,100.1074|88.1714|-10.0591,27.4539|89.8957|-43.8953,27.4411|89.8883|-43.8881,38.4354|102.753|-39.9224
attack1_toidle,57,1.9,14.8859|122.5868|13.5538,14.0441|116.789|12.448,14.4784|131.1158|11.6821,14.0262|148.0704|8.7575,10.6868|179.3958|2.3629,10.253|185.5636|-0.7465,7.0886|171.6055|3.7853,12.7341|171.753|-0.4729,-9.8333|168.4375|14.5101,24.247|166.1757|-16.2132,-37.3606|143.0406|-1.1769,30.0729|129.1689|-31.8787,-46.8208|120.2834|15.8066,38.1714|101.5811|-40.1957,1.91|110.0849|18.0139,24.315|110.3453|3.7218,-13.3003|64.286|25.6143,39.6436|64.2419|-1.394,-28.178|16.9277|15.7736,35.1619|16.9307|-18.7885,-27.919|8.0502|26.3648,43.9541|8.0547|-12.875,-24.0499|107.751|-67.3352,104.0065|91.853|-8.6199,99.902|86.6507|-10.6273,27.1154|88.7829|-44.1527,27.1143|88.78|-44.1506,38.1714|101.5811|-40.1957
attack1_toidle,58,1.9333,14.8935|122.3708|13.5688,14.0441|116.6374|12.448,14.5047|130.8204|11.7363,14.0718|147.6063|8.8548,10.7328|178.9322|2.462,10.2991|185.1001|-0.647,7.2232|170.5461|4.0409,12.8613|170.745|-0.2309,-9.6421|167.1808|14.7947,24.3644|165.0129|-15.9225,-36.9721|141.5896|-0.9216,30.0935|128.0776|-31.7911,-46.424|118.6265|15.7871,37.9339|100.5181|-40.4425,1.8947|109.9418|17.9908,24.2992|110.201|3.6979,-13.3295|64.2157|25.9914,39.8812|64.1651|-1.2585,-28.1827|16.9297|15.7733,35.1509|16.9297|-18.7926,-27.9234|8.0514|26.3639,43.9413|8.052|-12.8791,-24.3351|107.0514|-67.3867,103.8131|90.3967|-9.0831,99.6796|85.2191|-11.0946,26.8091|87.782|-44.4071,26.7987|87.775|-44.3995,37.9339|100.5181|-40.4424
attack2_toidle,0,0.0,3.2685|91.8997|26.5167,1.9002|86.9958|24.9728,3.1144|99.558|28.1489,7.3624|113.5773|32.3041,24.3046|142.6709|33.1754,30.2355|147.752|35.9328,20.4794|134.7097|36.5476,21.0664|134.5783|29.5112,21.2341|146.9281|52.721,23.1861|135.8552|9.3783,44.0778|140.8501|85.7349,22.9294|105.2805|-17.3447,66.8286|132.6604|68.0935,39.6657|83.4701|-29.1808,-9.418|80.8254|32.5204,9.9159|80.3057|14.2896,3.2828|40.4489|56.9137,33.9323|45.3987|-10.0332,-38.7629|16.6171|41.9104,12.8059|16.9199|-46.1411,-31.3266|7.7418|49.4591,22.4457|8.0401|-41.741,82.8926|94.9001|14.8338,5.84|81.7309|-103.4401,7.5273|76.5118|-99.2139,50.374|77.1757|-31.4642,50.3682|77.1751|-31.4589,39.665|83.4697|-29.1826
attack2_toidle,1,0.0333,3.9481|90.7968|24.142,2.6109|85.8584|22.6381,3.7331|98.4969|25.659,7.7434|112.7012|29.8559,24.6587|141.7026|30.627,30.5117|146.8405|33.3049,20.0183|133.0689|34.078,21.3113|133.7582|26.9785,20.6774|144.9378|50.5137,23.3585|134.8882|6.8293,52.2235|130.6324|71.1979,22.3596|103.5732|-19.001,71.7818|119.8955|50.891,41.2267|82.1191|-27.9201,-8.6691|79.5747|30.1493,10.6271|79.3011|11.8732,4.0499|39.9157|55.74,38.3887|45.4707|-9.8451,-38.2402|16.4796|40.6968,14.999|17.8897|-45.2476,-30.6478|7.5632|48.0389,24.4287|8.9171|-40.5883,82.7674|92.5845|19.5909,10.1015|79.0081|-101.3826,11.6483|73.8006|-97.0888,52.0019|74.6942|-27.8278,51.3341|74.8366|-28.5544,41.226|82.1187|-27.9219
attack2_toidle,2,0.0667,4.6024|89.3367|21.788,3.3454|84.325|20.4183,4.2456|97.0962|23.0553,7.8451|111.6897|26.7679,24.5137|140.7253|27.3505,30.2362|145.9784|29.9445,19.0684|131.3346|30.9167,21.1261|132.8876|23.7437,19.9077|141.9745|48.1656,23.137|133.7619|3.5781,53.2105|119.3001|53.2144,21.5946|100.6034|-19.7995,75.7286|103.8405|39.7853,42.3086|79.1556|-22.3439,-7.8081|77.8971|27.9959,11.3787|77.8722|9.6031,4.1421|39.9982|56.5178,45.0037|46.0622|-6.0293,-38.1454|16.8408|40.9334,19.5089|17.3411|-38.9875,-30.6773|7.9943|48.4845,28.8137|8.4608|-33.9182,79.9237|88.5558|30.2692,17.0571|74.1601|-95.9837,18.1385|69.0042|-91.4898,52.7398|70.3943|-19.191,52.4121|70.8744|-20.3364,42.308|79.1552|-22.3457
attack2_toidle,3,0.1,5.2819|88.2337|19.4134,4.1531|83.1262|18.2515,4.7067|96.0491|20.3277,7.7635|111.1168|23.1869,23.9955|140.2877|23.6671,29.5391|145.6886|26.2015,17.8582|130.1434|27.3155,20.6265|132.5383|20.0777,19.1761|138.7731|45.6247,22.5649|133.141|-0.1049,52.6399|111.1377|40.2936,22.8948|97.7888|-20.05,76.1186|91.7538|36.5573,42.9918|76.0168|-15.8936,-6.8343|76.4457|25.8533,12.2163|76.9023|7.325,3.2728|40.7843|57.8233,50.8962|48.3848|-1.4787,-38.4543|17.4296|40.9597,24.4802|17.3379|-31.4688,-31.1444|8.4435|48.5009,33.6332|8.4579|-26.1298,73.7428|85.6277|42.5352,26.5776|68.3612|-90.0414,27.1148|63.3046|-85.3414,52.7421|66.3351|-9.4445,51.9033|67.1273|-11.8397,42.9913|76.0163|-15.8954
attack2_toidle,4,0.1333,6.0372|88.2021|16.9767,5.1004|82.9881|16.0906,5.1467|96.047|17.444,7.4579|111.5844|19.2092,22.8852|141.0806|19.3913,28.1777|146.7073|21.8246,16.3533|130.2871|23.1739,19.6222|133.3551|15.8639,18.4175|136.8976|42.239,21.4387|133.5577|-4.338,50.2177|108.7192|41.1689,24.9771|96.3962|-20.2547,73.2821|88.2872|40.3968,42.5253|73.6468|-11.9335,-5.639|75.9947|23.7651,13.2244|77.0168|5.0687,2.4266|43.6208|59.6307,54.9927|51.8279|2.2728,-37.0863|17.3698|41.621,28.4843|18.2421|-24.7534,-30.2927|8.5421|49.8045,37.404|9.2615|-19.1923,65.3399|85.5292|51.0445,35.3898|62.2933|-85.5656,35.5456|57.4076|-80.6612,51.5946|63.8061|-2.381,50.9371|64.2889|-4.3849,42.5249|73.6462|-11.9353
attack2_toidle,5,0.1667,6.9534|90.9726|14.3253,6.2625|85.6633|13.7569,5.6714|98.7968|14.2915,7.07|114.7072|14.8884,21.2716|144.7042|15.0507,26.2178|150.5898|17.4515,14.7286|133.4166|18.8326,18.2224|136.9881|11.5069,17.5662|138.1386|38.3541,19.9978|137.0078|-8.6996,44.1743|110.329|54.1373,25.17|99.221|-22.5296,66.8279|92.8112|42.7553,39.5599|74.4634|-13.9173,-4.1556|78.381|21.6036,14.4913|79.8626|2.7216,0.383|47.8684|59.7016,56.3684|54.7678|4.5786,-34.4058|16.2973|40.4242,32.5521|17.3513|-19.7915,-28.5793|7.5785|49.4291,41.3426|8.5341|-13.7813,55.5191|89.7781|51.5892,39.8861|59.5005|-86.0267,39.9619|54.8167|-80.9272,48.3318|65.1887|-1.8787,49.2134|66.1887|-3.0283,39.5596|74.4627|-13.9191
attack2_toidle,6,0.2,8.2287|99.3602|11.2991,7.801|93.9857|11.0507,6.5388|107.1084|10.7673,6.9754|123.2508|10.2421,19.3466|153.9407|10.7095,23.8112|160.1239|13.1575,13.2021|142.2654|14.3308,16.6593|146.2177|7.0617,16.6562|145.3888|34.073,18.4462|146.3308|-13.1435,39.7638|117.8267|54.1765,24.7907|108.7493|-27.0068,59.5786|105.6382|34.253,36.3809|81.5826|-22.3972,-2.2948|86.4619|19.0886,16.1686|88.3029|0.0585,-4.3002|53.3722|55.2519,54.4161|58.1209|3.6725,-32.4593|15.673|36.0584,35.0355|17.095|-18.741,-28.032|6.927|45.8031,43.8296|8.236|-12.798,48.2296|100.5676|43.9953,40.9032|63.5514|-92.6626,41.2243|59.1003|-87.368,45.4913|73.3223|-8.591,46.5286|73.7722|-8.9539,36.3807|81.5817|-22.399
attack2_toidle,7,0.2333,9.838|106.0647|8.8612,9.5695|100.661|8.8313,7.8992|113.7419|7.9747,7.7098|130.015|6.7593,18.174|161.3008|7.5368,22.1227|167.8115|9.8772,12.547|149.4531|10.9642,15.8682|153.5748|3.7805,15.8443|152.1804|30.7917,17.74|153.9064|-16.4147,39.4212|124.136|49.011,25.6842|116.4792|-29.8255,57.2031|115.2981|26.0557,35.583|88.2881|-30.3845,-0.2902|92.9982|17.0294,18.0106|95.0406|-2.1368,-6.823|57.4821|50.291,51.8774|60.122|2.405,-30.1402|15.0014|34.8572,35.2246|16.9371|-18.0607,-26.6759|6.3078|45.0294,43.9429|7.9635|-12.1785,46.9018|109.0249|36.409,40.409|69.316|-99.5333,41.1751|64.9923|-94.1792,45.5388|80.7944|-15.709,45.7311|81.6461|-14.8825,35.5828|88.2872|-30.3863
attack2_toidle,8,0.2667,11.7512|111.4814|6.7152,11.5026|106.0637|6.779,9.7682|119.1439|5.6417,9.3873|135.5347|4.1744,18.1641|167.2368|5.0819,21.6233|174.0577|7.151,12.9967|155.4331|8.3601,16.1903|159.5101|1.2556,15.4648|158.7541|28.2175,18.2046|160.0365|-18.9217,41.0394|132.8333|46.4521,25.7494|123.8486|-35.5427,58.7387|124.114|23.7392,38.8917|97.1288|-33.1295,1.7051|98.3616|15.0147,19.9428|100.4716|-4.2042,-8.2058|60.6602|44.9215,49.5451|61.8976|0.554,-28.1184|15.1546|33.8243,35.0659|17.2937|-18.4704,-25.9713|6.4556|44.349,43.7664|8.2915|-12.6056,49.3408|117.2276|34.6408,44.3772|79.1276|-101.8253,45.3111|74.7653|-96.5295,49.0679|89.6685|-17.8525,49.2506|90.5794|-17.9672,38.8915|97.128|-33.1313
attack2_toidle,9,0.3,13.5697|115.7354|5.6567,13.2761|110.307|5.7538,11.6381|123.4155|4.4738,11.2189|139.9096|2.9375,18.3401|171.931|3.9473,21.264|179.0391|5.6856,13.5872|160.2532|7.058,16.7153|164.2035|0.0505,14.9522|164.2482|26.8978,18.977|164.932|-20.0943,43.1958|142.3365|46.1558,25.7203|129.3016|-38.173,61.8234|133.1427|24.6064,45.0394|107.3369|-32.1456,3.4906|102.6306|14.0276,21.654|104.6942|-5.2665,-8.5039|63.4295|41.1754,47.2544|63.3271|-0.7645,-26.0331|16.0857|34.4279,35.3502|17.232|-17.9289,-25.7944|7.4477|45.216,44.1415|8.3518|-12.0136,53.688|126.1515|36.6414,52.1297|90.9632|-100.6853,53.1346|86.5185|-95.4716,55.1737|99.7799|-16.4382,54.8893|100.178|-17.7257,45.0393|107.3361|-32.1474
attack2_toidle,10,0.3333,15.3768|119.1206|5.7926,15.0186|113.6826|5.8896,13.5284|126.8306|4.5394,13.0519|143.396|2.9712,18.4137|175.6734|3.9812,20.6931|183.0649|5.2474,14.0703|164.1724|6.9254,17.196|167.9326|0.0301,14.0037|168.9137|26.6473,19.7949|168.857|-20.0659,44.1719|151.1118|47.0414,27.1431|132.7272|-36.8508,65.3404|141.3913|28.3285,51.7445|117.679|-29.1102,5.2568|106.0379|14.2206,23.31|108.0437|-5.1828,-8.3425|64.4123|36.6566,44.6886|64.2141|-2.215,-24.0852|16.1643|31.9426,35.2862|16.9539|-17.6791,-25.9972|7.4873|42.5306,44.1334|8.1174|-11.7817,57.8136|134.335|40.7164,61.2205|104.0116|-97.7326,62.2972|99.4334|-92.6504,61.7936|109.957|-13.1815,61.3922|110.3516|-14.9963,51.7445|117.6782|-29.112
attack2_toidle,11,0.3667,17.3105|122.2106|6.4111,16.8855|116.7633|6.486,15.5558|129.9543|5.1049,14.9741|146.5602|3.4784,18.3511|179.0316|4.261,19.9114|186.6295|5.0464,14.46|167.778|7.0728,17.6311|171.2552|0.3021,12.7289|173.1203|26.5638,20.6179|172.2864|-19.7347,39.2286|153.9941|50.4742,29.6771|136.0316|-35.3578,60.9825|143.0653|33.2011,56.6181|126.9194|-26.2776,7.1317|109.1275|14.8345,25.1397|111.1206|-4.6121,-8.374|64.5786|28.9485,41.944|65.2525|-3.8261,-24.462|16.2033|27.3954,35.3907|16.9628|-17.4726,-26.9123|7.4267|37.7886,44.2502|8.1652|-11.5357,60.265|140.8358|44.43,68.2577|116.7266|-95.048,69.4925|112.003|-90.1377,66.7515|119.0597|-10.3317,66.6687|119.7947|-12.2274,56.6182|126.9187|-26.2794
attack2_toidle,12,0.4,19.0122|124.8121|7.3252,18.5331|119.3552|7.3696,17.3433|132.5858|5.9629,16.5901|149.2045|4.2111,17.5284|181.7724|4.3014,18.3041|189.4764|4.7329,14.1993|170.8107|7.0841,17.4551|173.9261|0.4406,10.6584|176.4535|26.2429,20.8407|174.8164|-19.5394,37.4554|158.6252|50.7928,30.8318|138.8716|-35.3015,59.3985|147.9839|33.5975,58.354|134.2961|-24.6831,8.7649|111.7202|15.702,26.8175|113.7082|-3.7038,-8.1358|65.5485|18.8293,37.6469|66.1448|-6.4121,-25.6469|17.7211|22.0738,34.9044|16.887|-17.691,-27.2959|8.8435|32.5391,43.7298|8.0496|-11.7623,58.5734|145.2205|46.6821,72.9697|128.2288|-93.3296,74.4459|123.4064|-88.5848,68.6052|126.5739|-8.6964,68.523|127.0733|-11.5016,58.3541|134.2954|-24.6849
attack2_toidle,13,0.4333,20.1225|126.7301|8.3481,19.5985|121.2633|8.3453,18.5384|134.5338|6.9389,17.585|151.1487|5.0244,15.9898|183.608|4.073,15.9862|191.3219|4.1522,13.2048|172.9914|6.8754,16.6316|175.7028|0.3944,7.7554|178.7038|25.5599,20.5208|176.3048|-19.5046,33.8728|162.6489|52.0023,31.1527|140.936|-36.1288,57.0873|152.5727|36.1838,58.7111|140.749|-24.6529,9.7673|113.6352|16.6096,27.9701|115.6059|-2.6571,-7.6076|67.513|17.5096,31.3573|67.4368|-10.0835,-25.61|19.7366|18.4469,34.872|17.5422|-17.7794,-26.2565|10.7457|28.9253,43.8305|8.9691|-11.6651,57.5473|147.6999|47.1826,74.1239|140.0126|-93.4067,76.0719|135.1133|-88.9179,69.647|133.26|-9.0331,68.9361|133.6128|-11.3415,58.7113|140.7485|-24.6548
